Internet Service,Internet Service_Telco_customer_churn_services,Online Security,Online Security_Telco_customer_churn_services,Online Backup,Online Backup_Telco_customer_churn_services,Streaming TV,Streaming TV_Telco_customer_churn_services,Streaming Movies,Streaming Movies_Telco_customer_churn_services,Contract,Contract_Telco_customer_churn_services,Payment Method,Payment Method_Telco_customer_churn_services,Total Charges,Total Charges_Telco_customer_churn_services,Churn Reason,Churn Reason_Telco_customer_churn_status
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3580.3,3580.3,Attitude of service provider,Attitude of service provider
DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,293.3,293.3,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2440.15,2440.15,Attitude of support person,Attitude of support person
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,79.55,79.55,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,One year,One Year,Electronic check,Bank Withdrawal,2781.85,2781.85,Moved,Moved
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,89.1,89.1,Moved,Moved
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1607.2,1607.2,Moved,Moved
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1490.95,1490.95,Competitor had better devices,Competitor had better devices
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,92.65,92.65,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,606.25,606.25,Competitor offered more data,Competitor offered more data
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,19.1,19.1,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,80.3,80.3,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,74.9,74.9,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,751.65,751.65,Competitor offered higher download speeds,Attitude of support person
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,66.95,66.95,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,4515.85,4515.85,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,165,165.0,Competitor offered more data,Competitor had better devices
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,3046.4,3046.4,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1808.7,1808.7,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,7446.9,7446.9,Competitor made better offer,Competitor made better offer
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,25.1,25.1,Competitor made better offer,Competitor made better offer
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1880.85,1880.85,Price too high,Price too high
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,477.55,477.55,Product dissatisfaction,Product dissatisfaction
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1496.9,1496.9,Service dissatisfaction,Service dissatisfaction
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,70.45,70.45,Lack of self-service on Website,Competitor had better devices
DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,No,One year,One Year,Credit card (automatic),Credit Card,3563.8,3563.8,Network reliability,Network reliability
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,24.75,24.75,Limited range of services,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2012.7,2012.7,Lack of affordable download/upload speed,Lack of affordable download/upload speed
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,242.05,242.05,Long distance charges,Long distance charges
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,63.75,63.75,Extra data charges,Long distance charges
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,260.9,260.9,Price too high,Price too high
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2967.35,2967.35,Product dissatisfaction,Product dissatisfaction
DSL,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,939.7,939.7,Service dissatisfaction,Service dissatisfaction
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1037.75,1037.75,Lack of self-service on Website,Lack of self-service on Website
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,50.45,50.45,Network reliability,Network reliability
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3624.3,3624.3,Don't know,Don't know
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,100.25,100.25,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1422.1,1422.1,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,69.85,69.85,Poor expertise of online support,Competitor had better devices
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,858.6,858.6,Poor expertise of phone support,Poor expertise of phone support
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,324.3,324.3,Competitor had better devices,Competitor had better devices
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,399.6,399.6,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,3273.55,3273.55,Competitor offered more data,Competitor offered more data
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,20.9,20.9,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,69.4,69.4,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,541.15,541.15,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,3229.4,3229.4,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,70.1,70.1,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,909.25,909.25,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,5283.95,5283.95,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1617.5,1617.5,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,84.3,84.3,Competitor offered more data,Competitor offered more data
DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Credit card (automatic),Credit Card,6440.25,6440.25,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1131.2,1131.2,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,585.95,585.95,Price too high,Price too high
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,19.95,19.95,Product dissatisfaction,Long distance charges
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2186.4,2186.4,Service dissatisfaction,Service dissatisfaction
Fiber optic,Yes,No,No,No,No,No,No,No,No,Two year,Two Year,Electronic check,Bank Withdrawal,3201.55,3201.55,Lack of self-service on Website,Lack of self-service on Website
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,661.25,661.25,Network reliability,Network reliability
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1111.85,1111.85,Limited range of services,Limited range of services
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3046.15,3046.15,Lack of affordable download/upload speed,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,69.35,69.35,Long distance charges,Long distance charges
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,272.2,272.2,Extra data charges,Competitor had better devices
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Electronic check,Bank Withdrawal,5293.4,5293.4,Price too high,Price too high
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Credit Card,50.55,50.55,Product dissatisfaction,Product dissatisfaction
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,80.55,80.55,Service dissatisfaction,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,916.9,916.9,Lack of self-service on Website,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Mailed Check,1855.65,1855.65,Network reliability,Competitor had better devices
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,116.65,116.65,Don't know,Don't know
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2287.25,2287.25,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,830.7,830.7,Competitor offered higher download speeds,Competitor offered higher download speeds
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,20,20.0,Competitor offered more data,Attitude of service provider
DSL,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1054.6,1054.6,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,85.05,85.05,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2110.15,2110.15,Competitor had better devices,Competitor had better devices
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Mailed Check,547.65,547.65,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,8684.8,8684.8,Competitor offered higher download speeds,Competitor offered higher download speeds
Fiber optic,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,4370.25,4370.25,Competitor offered higher download speeds,Attitude of support person
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,251.75,251.75,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,740.3,740.3,Competitor offered more data,Competitor offered more data
Fiber optic,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,452.7,452.7,Competitor offered more data,Competitor offered more data
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,19.45,19.45,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,166.3,166.3,Competitor made better offer,Competitor made better offer
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,70,70.0,Price too high,Price too high
DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,4820.15,4820.15,Product dissatisfaction,Product dissatisfaction
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,3409.6,3409.6,Service dissatisfaction,Service dissatisfaction
Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1270.2,1270.2,Lack of self-service on Website,Lack of self-service on Website
DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1561.5,1561.5,Network reliability,Network reliability
No,No,No internet service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,31.55,31.55,Limited range of services,Limited range of services
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,321.75,321.75,Lack of affordable download/upload speed,Lack of affordable download/upload speed
Fiber optic,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,147.15,147.15,Long distance charges,Long distance charges
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,2387.75,2387.75,Extra data charges,Extra data charges
Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Mailed check,Credit Card,2660.2,2660.2,Price too high,Price too high
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,One year,One Year,Electronic check,Bank Withdrawal,4211.55,4211.55,Product dissatisfaction,Product dissatisfaction
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,990.9,990.9,Service dissatisfaction,Service dissatisfaction
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,193.8,193.8,Lack of self-service on Website,Lack of self-service on Website
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,790.15,790.15,Network reliability,Network reliability
Fiber optic,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,2467.75,2467.75,Don't know,Don't know
Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,One Year,Bank transfer (automatic),Bank Withdrawal,7262,7262.0,Attitude of service provider,Attitude of service provider
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Credit card (automatic),Credit Card,1914.9,1914.9,Attitude of support person,Attitude of support person
Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Month-to-Month,Bank transfer (automatic),Bank Withdrawal,5688.05,5688.05,Attitude of support person,Attitude of support person
DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Two Year,Bank transfer (automatic),Bank Withdrawal,5265.1,5265.1,Attitude of support person,Attitude of support person
Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Month-to-Month,Electronic check,Bank Withdrawal,1772.25,1772.25,Attitude of service provider,Attitude of service provider
DSL,Yes,No,No,No,No,No,No,No,No,Month-to-month,Month-to-Month,Mailed check,Mailed Check,44.45,44.45,Attitude of service provider,Attitude of service provider
